Name,Address,Location,Cuisine,Longitude,Latitude,PhoneNumber,Url,Award,MinPrice_USD,MaxPrice_USD
Cannavacciuolo Cafè & Bistrot,"piazza Martiri della Libertà 1, Novara, 28100, Italy",Novara,Modern Cuisine,8.618368,45.4459378,3.90322E+11,https://guide.michelin.com/en/piemonte/novara/restaurant/cannavacciuolo-cafe-bistrot,1 MICHELIN Star,89.60000000000001,156.8
Tantris,"corso Risorgimento 384, Novara, 28100, Italy",Novara,Creative,8.6103409,45.4827671,3.90322E+11,https://guide.michelin.com/en/piemonte/novara/restaurant/tantris,1 MICHELIN Star,109.76,109.76
L'Argine a Vencò,"località Vencò 15, Dolegna del Collio, 34070, Italy",Dolegna del Collio,Creative,13.4631925,46.0025426,3.90481E+12,https://guide.michelin.com/en/friuli-venezia-giulia/dolegna-del-collio/restaurant/l-argine-a-venco,1 MICHELIN Star,89.60000000000001,134.4
La Palta,"località Bilegno, Borgonovo Val Tidone, 29011, Italy",Borgonovo Val Tidone,Creative,9.4694233,44.9922314,3.90524E+11,https://guide.michelin.com/en/emilia-romagna/borgonovo-val-tidone/restaurant/la-palta,1 MICHELIN Star,67.2,95.2
Mater1apr1ma,"via Sardegna 8, Pontinia, 04014, Italy",Pontinia,"Italian Contemporary, Modern Cuisine",13.0433461,41.4102602,39077386391,https://guide.michelin.com/en/lazio/pontinia/restaurant/mater1apr1ma,1 MICHELIN Star,50.400000000000006,89.60000000000001
Hyle,"contrada Torre Garga S.S. 107, San Giovanni in Fiore, 87055, Italy",San Giovanni in Fiore,Modern Cuisine,16.6441951,39.2851384,3.90985E+11,https://guide.michelin.com/en/calabria/san-giovanni-in-fiore/restaurant/hyle,1 MICHELIN Star,67.2,123.20000000000002
San Giorgio,"viale Brigate Bisagno 69, Genoa, 16121, Italy",Genoa,"Seafood, Ligurian",8.945731,44.4016634,3.90106E+11,https://guide.michelin.com/en/liguria/genova/restaurant/san-giorgio562345,1 MICHELIN Star,67.2,106.4
The Cook,"vico Falamonica 9 r, Genoa, 16124, Italy",Genoa,"Modern Cuisine, Contemporary",8.933349,44.408585,3.9011E+11,https://guide.michelin.com/en/liguria/genova/restaurant/the-cook,1 MICHELIN Star,78.4,123.20000000000002
In Viaggio - Claudio Melis,"via Piave 15, Bolzano, 39100, Italy",Bolzano,"Creative, Contemporary",11.3582062,46.49984,3.90471E+12,https://guide.michelin.com/en/trentino-alto-adige/bolzano/restaurant/in-viaggio-claudio-melis1154911,1 MICHELIN Star,100.80000000000001,145.60000000000002
SanBrite,"località Alverà, Cortina d'Ampezzo, 32043, Italy",Cortina d'Ampezzo,"Alpine, Modern Cuisine",12.1565176,46.5434618,3.90437E+11,https://guide.michelin.com/en/veneto/cortina-d-ampezzo/restaurant/sanbrite,1 MICHELIN Star,123.20000000000002,156.8
Tivoli,"località Lacedel 34, Cortina d'Ampezzo, 32043, Italy",Cortina d'Ampezzo,"Modern Cuisine, Italian",12.1222949,46.5338851,3.90437E+11,https://guide.michelin.com/en/veneto/cortina-d-ampezzo/restaurant/tivoli,1 MICHELIN Star,134.4,156.8
Abocar Due Cucine,"via Farini 13, Rimini, 47921, Italy",Rimini,Modern Cuisine,12.5663487,44.0626895,39054122279,https://guide.michelin.com/en/emilia-romagna/rimini/restaurant/abocar-due-cucine,1 MICHELIN Star,61.60000000000001,106.4
Osteria Perillà,"via Borgo Maestro 74, Castiglione d'Orcia, 53023, Italy",Castiglione d'Orcia,Modern Cuisine,11.6131413,43.0109461,3.90578E+11,https://guide.michelin.com/en/toscana/castiglione-d-orcia/restaurant/osteria-perilla,1 MICHELIN Star,95.2,145.60000000000002
Dolada,"via Dolada 21, località Plois alt. 870, Pieve d'Alpago, 32010, Italy",Pieve d'Alpago,"Modern Cuisine, Regional Cuisine",12.3601001,46.1736379,3.90437E+11,https://guide.michelin.com/en/veneto/pieve-d-alpago/restaurant/dolada,1 MICHELIN Star,76.16000000000001,123.20000000000002
Casa Vissani,"vocabolo Cannitello, Baschi, 05023, Italy",Baschi,Creative,12.2655765,42.7141448,3.90745E+11,https://guide.michelin.com/en/umbria/baschi/restaurant/casa-vissani,1 MICHELIN Star,112.00000000000001,280.0
Acquerello,"via Patrioti 5, Fagnano Olona, 21054, Italy",Fagnano Olona,Creative,8.8704486,45.6691392,3.90332E+11,https://guide.michelin.com/en/lombardia/fagnano-olona/restaurant/acquerello197794,1 MICHELIN Star,134.4,201.60000000000002
Guido,"lungomare Guido Spadazzi 12, Rimini, 47921, Italy",Rimini,"Seafood, Modern Cuisine",12.62138,44.03226,3.90541E+11,https://guide.michelin.com/en/emilia-romagna/rimini/restaurant/guido,1 MICHELIN Star,95.2,112.00000000000001
Dal Corsaro,"viale Regina Margherita 28, Cagliari, 09124, Italy",Cagliari,Modern Cuisine,9.1160488,39.2133915,39070664318,https://guide.michelin.com/en/sardegna/cagliari/restaurant/dal-corsaro,1 MICHELIN Star,123.20000000000002,162.4
Le Trabe,"via Capodifiume 4, Paestum, 84047, Italy",Paestum,Modern Cuisine,15.0429487,40.4469187,3.90829E+11,https://guide.michelin.com/en/campania/paestum/restaurant/le-trabe,1 MICHELIN Star,84.00000000000001,123.20000000000002
Osteria Arbustico,"via Francesco Gregorio 40, Paestum, 84047, Italy",Paestum,Modern Cuisine,14.9758186,40.451699,3.90829E+11,https://guide.michelin.com/en/campania/paestum/restaurant/osteria-arbustico,1 MICHELIN Star,78.4,106.4
Maxi,"via Luigi Serio 8, SS 145 Sorrentina km 14,500, Vico Equense, 80069, Italy",Vico Equense,Creative,14.4358353,40.6750958,3.90818E+11,https://guide.michelin.com/en/campania/vico-equense/restaurant/maxi,1 MICHELIN Star,89.60000000000001,168.00000000000003
Antica Osteria Nonna Rosa,"Via Laudano 1, loc. Pietrapiana, Vico Equense, 80060, Italy",Vico Equense,Modern Cuisine,14.43397,40.66156,3.90819E+11,https://guide.michelin.com/en/campania/vico-equense/restaurant/antica-osteria-nonna-rosa,1 MICHELIN Star,100.80000000000001,134.4
Già Sotto l'Arco,"corso Vittorio Emanuele 71, Carovigno, 72012, Italy",Carovigno,Creative,17.6590721,40.7071485,3.90832E+11,https://guide.michelin.com/en/puglia/carovigno/restaurant/gia-sotto-l-arco,1 MICHELIN Star,89.60000000000001,156.8
Contraste,"via Meda 2, Milan, 20123, Italy",Milan,"Modern Cuisine, Innovative",9.17929,45.446095,3.9025E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/contraste,1 MICHELIN Star,179.20000000000002,179.20000000000002
Joia,"via Panfilo Castaldi 18, Milan, 20124, Italy",Milan,"Vegetarian, Seasonal Cuisine",9.2016981,45.4772538,3.9023E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/joia,1 MICHELIN Star,33.6,140.0
L’Alchimia,"viale Premuda 34, Milan, 20129, Italy",Milan,"Modern Cuisine, Innovative",9.2074636,45.4657917,3.90283E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/l%E2%80%99alchimia,1 MICHELIN Star,67.2,106.4
Sadler,"via Ascanio Sforza 77, Milan, 20123, Italy",Milan,Creative,9.175983,45.4420858,3.90258E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/sadler,1 MICHELIN Star,123.20000000000002,179.20000000000002
Innocenti Evasioni,"via privata della Bindellina, Milan, 20155, Italy",Milan,Creative,9.14929,45.49282,3.90233E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/innocenti-evasioni,1 MICHELIN Star,85.12,109.76
Viva Viviana Varese,"piazza XXV Aprile 10, Milan, 20123, Italy",Milan,"Creative, Innovative",9.1876433,45.4806321,3.90249E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/alice-eataly-smeraldo,1 MICHELIN Star,78.4,190.4
Tano Passami l'Olio,"via Francesco Petrarca 4, Milan, 20123, Italy",Milan,"Creative, Modern Cuisine",9.1696159,45.4715781,39028394139,https://guide.michelin.com/en/lombardia/milano/restaurant/tano-passami-l-olio-1184698,1 MICHELIN Star,39.2,162.4
AALTO,"piazza Alvar Aalto, Milan, 20124, Italy",Milan,"Asian Contemporary, Modern Cuisine",9.1932579,45.4822057,3.90225E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/aalto,1 MICHELIN Star,128.8,168.00000000000003
Iyo,"via Piero della Francesca 74, Milan, 20154, Italy",Milan,"Japanese, Asian Contemporary",9.1595273,45.4866231,3.90245E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/iyo,1 MICHELIN Star,140.0,145.60000000000002
Felix Lo Basso home & restaurant,"via Carlo Goldoni 36, Milan, 20121, Italy",Milan,"Innovative, Creative",9.2133787,45.4692297,3.90245E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/felix-lo-basso-home-restaurant,1 MICHELIN Star,190.4,190.4
Berton,"via Mike Bongiorno 13, Milan, 20123, Italy",Milan,"Creative, Modern Cuisine",9.1944159,45.4821805,3.90267E+11,https://guide.michelin.com/en/lombardia/milano/restaurant/berton,1 MICHELIN Star,61.60000000000001,168.00000000000003
Cracco,"Galleria Vittorio Emanuele II, Milan, 20123, Italy",Milan,"Modern Cuisine, Contemporary",9.189977,45.46535,3902876774,https://guide.michelin.com/en/lombardia/milano/restaurant/cracco,1 MICHELIN Star,218.40000000000003,263.20000000000005
Don Alfonso 1890 San Barbato,"Strada Statale 93, Lavello, 85024, Italy",Lavello,"Modern Cuisine, Creative",15.7714997,41.0348692,3.90973E+11,https://guide.michelin.com/en/basilicata/lavello/restaurant/don-alfonso-1890-san-barbato,1 MICHELIN Star,89.60000000000001,112.00000000000001
President,"piazza Schettini 12/13, Pompei, 80045, Italy",Pompei,Mediterranean Cuisine,14.49951,40.74731,3.90819E+11,https://guide.michelin.com/en/campania/pompei/restaurant/president,1 MICHELIN Star,61.60000000000001,123.20000000000002
Casamatta,"contrada Scrasciosa, Manduria, 74024, Italy",Manduria,Modern Cuisine,17.599371,40.417763,3.91E+11,https://guide.michelin.com/en/puglia/manduria/restaurant/casamatta,1 MICHELIN Star,89.60000000000001,134.4
Veritas,"corso Vittorio Emanuele 141, Naples, 80121, Italy",Naples,Modern Cuisine,14.2311901,40.8372277,39081660585,https://guide.michelin.com/en/campania/napoli/restaurant/veritas,1 MICHELIN Star,89.60000000000001,112.00000000000001
Il Comandante,"via Cristoforo Colombo 45, Naples, 80133, Italy",Naples,"Creative, Mediterranean Cuisine",14.2555806,40.8402787,3.9081E+11,https://guide.michelin.com/en/campania/napoli/restaurant/il-comandante,1 MICHELIN Star,106.4,196.00000000000003
George Restaurant,"corso Vittorio Emanuele 135, Naples, 80121, Italy",Naples,Contemporary,14.2300686,40.8372677,3.90818E+11,https://guide.michelin.com/en/campania/napoli/restaurant/george-restaurant,1 MICHELIN Star,123.20000000000002,168.00000000000003
ARIA,"via Loggia dei Pisani 2-14, Naples, 80121, Italy",Naples,"Contemporary, Modern Cuisine",14.2540383,40.8433646,3.90818E+11,https://guide.michelin.com/en/campania/napoli/restaurant/aria-1197785,1 MICHELIN Star,100.80000000000001,134.4
Palazzo Petrucci,"via Posillipo 16 b/c, Naples, 80133, Italy",Naples,Creative,14.2145667,40.8215016,3.90816E+11,https://guide.michelin.com/en/campania/napoli/restaurant/palazzo-petrucci,1 MICHELIN Star,100.80000000000001,168.00000000000003
Vitantonio Lombardo,"via Madonna delle Virtù 13/14, Matera, 75100, Italy",Matera,Creative,16.6130384,40.6671525,3.90835E+11,https://guide.michelin.com/en/basilicata/matera/restaurant/vitantonio-lombardo,1 MICHELIN Star,134.4,179.20000000000002
Il Ristorante di Guido da Costigliole,"località San Maurizio 39, Santo Stefano Belbo, 12058, Italy",Santo Stefano Belbo,Piedmontese,8.2066746,44.7051429,3.90142E+11,https://guide.michelin.com/en/piemonte/santo-stefano-belbo/restaurant/il-ristorante-di-guido-da-costigliole,1 MICHELIN Star,123.20000000000002,173.60000000000002
I Portici,"via dell'Indipendenza 69, Bologna, 40121, Italy",Bologna,Creative,11.3448122,44.5019817,3.90514E+11,https://guide.michelin.com/en/emilia-romagna/bologna/restaurant/i-portici,1 MICHELIN Star,123.20000000000002,168.00000000000003
Il Palagio,"borgo Pinti 99, Florence, 50121, Italy",Florence,Modern Cuisine,11.2665237,43.7774093,3.90553E+11,https://guide.michelin.com/en/toscana/firenze/restaurant/il-palagio,1 MICHELIN Star,156.8,156.8
Gucci Osteria da Massimo Bottura,"piazza della Signoria 10, Florence, 50122, Italy",Florence,Modern Cuisine,11.2567125,43.7698043,3.90558E+12,https://guide.michelin.com/en/toscana/firenze/restaurant/gucci-osteria-da-massimo-bottura,1 MICHELIN Star,112.00000000000001,168.00000000000003
Borgo San Jacopo,"borgo San Jacopo 62 r, Florence, 50125, Italy",Florence,"Modern Cuisine, Contemporary",11.251472,43.7680838,39055281661,https://guide.michelin.com/en/toscana/firenze/restaurant/borgo-san-jacopo,1 MICHELIN Star,134.4,175.84
La Leggenda dei Frati,"Costa San Giorgio 6/a, Florence, 50122, Italy",Florence,Creative,11.25606,43.764355,3.90551E+11,https://guide.michelin.com/en/toscana/firenze/restaurant/la-leggenda-dei-frati,1 MICHELIN Star,134.4,190.4
Locanda del Pilone,"frazione Madonna di Como 34, Alba, 12051, Italy",Alba,Creative,8.04705,44.66367,3.90173E+11,https://guide.michelin.com/en/piemonte/alba/restaurant/locanda-del-pilone,1 MICHELIN Star,100.80000000000001,156.8
Borgo Sant'Anna,"Località Sant'Anna, Monforte d'Alba, 12065, Italy",Monforte d'Alba,"Contemporary, Modern Cuisine",7.994414,44.5777429,3.90173E+12,https://guide.michelin.com/en/piemonte/monforte-d-alba/restaurant/borgo-sant-anna,1 MICHELIN Star,56.00000000000001,78.4
Fre,"loc. San Sebastiano 68, Monforte d'Alba, 12065, Italy",Monforte d'Alba,Creative,7.9622354,44.5638925,3.90174E+11,https://guide.michelin.com/en/piemonte/monforte-d-alba/restaurant/fre,1 MICHELIN Star,106.4,168.00000000000003
Acqua Pazza,"via Dietro la Chiesa 3/4, Ponza, 04027, Italy",Ponza,Seafood,12.9672021,40.8950712,39077180643,https://guide.michelin.com/en/lazio/ponza/restaurant/acqua-pazza-1192022,1 MICHELIN Star,95.2,123.20000000000002
Il Vescovado,"piazzale Rosselli, Noli, 17026, Italy",Noli,Modern Cuisine,8.4163876,44.2075887,3.90197E+11,https://guide.michelin.com/en/liguria/noli/restaurant/il-vescovado,1 MICHELIN Star,106.4,179.20000000000002
Moma,"via San Basilio 42/43, Rome, 00186, Italy",Rome,"Creative, Innovative",12.4909,41.90569,3.90642E+11,https://guide.michelin.com/en/lazio/roma/restaurant/moma,1 MICHELIN Star,106.4,123.20000000000002
Zia,"via Goffredo Mameli 45, Rome, Italy",Rome,"Modern Cuisine, Contemporary",12.4679141,41.8870305,3.90623E+11,https://guide.michelin.com/en/lazio/roma/restaurant/zia,1 MICHELIN Star,78.4,100.80000000000001
All'Oro,"via Giuseppe Pisanelli 25, Rome, 00196, Italy",Rome,"Creative, Italian Contemporary",12.4730035,41.9140073,3.90698E+11,https://guide.michelin.com/en/lazio/roma/restaurant/all-oro,1 MICHELIN Star,98.56,168.00000000000003
Idylio by Apreda,"via di Santa Chiara 4, Rome, 00186, Italy",Rome,"Italian Contemporary, Contemporary",12.475873,41.8980551,3.90688E+11,https://guide.michelin.com/en/lazio/roma/restaurant/idylio-by-apreda,1 MICHELIN Star,112.00000000000001,156.8
Acquolina,"via del Vantaggio 14, Rome, 00186, Italy",Rome,"Seafood, Creative",12.4753719,41.9086474,39063201590,https://guide.michelin.com/en/lazio/roma/restaurant/acquolina,1 MICHELIN Star,100.80000000000001,190.4
Il Convivio Troiani,"vicolo dei Soldati 31, Rome, 00186, Italy",Rome,"Modern Cuisine, Contemporary",12.4727932,41.9015408,39066869432,https://guide.michelin.com/en/lazio/roma/restaurant/il-convivio-troiani,1 MICHELIN Star,117.60000000000001,156.8
Aroma,"via Labicana 125, Rome, 184, Italy",Rome,"Creative, Innovative",12.4948543,41.8903751,3.90698E+11,https://guide.michelin.com/en/lazio/roma/restaurant/aroma,1 MICHELIN Star,123.20000000000002,190.4
Pipero Roma,"corso Vittorio Emanuele 246, Rome, 00186, Italy",Rome,"Creative, Contemporary",12.468814,41.8977856,3.90668E+11,https://guide.michelin.com/en/lazio/roma/restaurant/pipero,1 MICHELIN Star,145.60000000000002,235.20000000000002
Glass Hostaria,"vicolo del Cinque 58, Rome, 00153, Italy",Rome,"Creative, Innovative",12.4691032,41.890477,3.90658E+11,https://guide.michelin.com/en/lazio/roma/restaurant/glass-hostaria,1 MICHELIN Star,100.80000000000001,123.20000000000002
La Terrazza,"via Ludovisi 49, Rome, 00187, Italy",Rome,"Modern Cuisine, Innovative",12.4860308,41.9063787,3.90648E+11,https://guide.michelin.com/en/lazio/roma/restaurant/la-terrazza68963,1 MICHELIN Star,156.8,240.8
Enoteca La Torre,"lungotevere delle Armi 22/23, Rome, 00195, Italy",Rome,"Modern Cuisine, Mediterranean Cuisine",12.4693268,41.916491,3.90646E+11,https://guide.michelin.com/en/lazio/roma/restaurant/enoteca-la-torre,1 MICHELIN Star,95.2,156.8
Imàgo,"piazza Trinità dei Monti 6, Rome, 00187, Italy",Rome,"Modern Cuisine, Italian Contemporary",12.4836585,41.9059417,3.9067E+11,https://guide.michelin.com/en/lazio/roma/restaurant/imago,1 MICHELIN Star,156.8,190.4
Marco Martini Restaurant,"viale Aventino 121, Rome, 00186, Italy",Rome,"Creative, Contemporary",12.484601,41.880543,3.90646E+11,https://guide.michelin.com/en/lazio/roma/restaurant/marco-martini-restaurant,1 MICHELIN Star,123.20000000000002,168.00000000000003
Per Me Giulio Terrinoni,"vicolo del Malpasso 9, Rome, 00186, Italy",Rome,"Creative, Innovative",12.46747,41.8973035,39066877365,https://guide.michelin.com/en/lazio/roma/restaurant/per-me-giulio-terrinoni,1 MICHELIN Star,40.32000000000001,168.00000000000003
Vintage 1997,"piazza Solferino 16/h, Turin, 10121, Italy",Turin,Modern Cuisine,7.676379,45.068485,39011535948,https://guide.michelin.com/en/piemonte/torino/restaurant/vintage-1997,1 MICHELIN Star,89.60000000000001,145.60000000000002
Casa Vicina,"via Ermanno Fenoglietti 20/b, Turin, 10126, Italy",Turin,"Italian Contemporary, Piedmontese",7.666969,45.0350554,3.90117E+11,https://guide.michelin.com/en/piemonte/torino/restaurant/casa-vicina,1 MICHELIN Star,89.60000000000001,156.8
Cannavacciuolo Bistrot,"via Umberto Cosmo 6, Turin, 10131, Italy",Turin,Creative,7.7009861,45.0627906,3.90118E+11,https://guide.michelin.com/en/piemonte/torino/restaurant/cannavacciuolo-bistrot,1 MICHELIN Star,112.00000000000001,123.20000000000002
Spazio7,"via Modane 20, Turin, 10141, Italy",Turin,Modern Cuisine,7.6519214,45.0576119,3.90114E+11,https://guide.michelin.com/en/piemonte/torino/restaurant/spazio7,1 MICHELIN Star,89.60000000000001,112.00000000000001
Del Cambio,"piazza Carignano 2, Turin, 10123, Italy",Turin,"Piedmontese, Modern Cuisine",7.68505,45.06959,39011546690,https://guide.michelin.com/en/piemonte/torino/restaurant/del-cambio,1 MICHELIN Star,117.60000000000001,240.8
Magorabin,"corso San Maurizio 61/d, Turin, 10124, Italy",Turin,"Creative, Contemporary",7.6960435,45.0684649,3.90118E+11,https://guide.michelin.com/en/piemonte/torino/restaurant/magorabin,1 MICHELIN Star,134.4,179.20000000000002
Condividere,"via Bologna 20/a, Turin, 10121, Italy",Turin,"Modern Cuisine, Creative",7.6911056,45.0802655,3.90111E+11,https://guide.michelin.com/en/piemonte/torino/restaurant/condividere,1 MICHELIN Star,84.00000000000001,117.60000000000001
Piano 35,"corso Inghilterra 3, Turin, 10138, Italy",Turin,"Modern Cuisine, Regional Cuisine",7.663038,45.06945,3.90114E+11,https://guide.michelin.com/en/piemonte/torino/restaurant/piano-35,1 MICHELIN Star,15.680000000000001,134.4
Carignano,"via Carlo Alberto 35, Turin, 10123, Italy",Turin,Creative,7.6840119,45.065155,3.90115E+11,https://guide.michelin.com/en/piemonte/torino/restaurant/carignano,1 MICHELIN Star,106.4,106.4
Unforgettable,"via Lorenzo Valerio 5/b, Turin, 10122, Italy",Turin,"Innovative, Italian Contemporary",7.6780009,45.0767241,3.90112E+12,https://guide.michelin.com/en/piemonte/torino/restaurant/unforgettable,1 MICHELIN Star,100.80000000000001,100.80000000000001
Accursio,"via Grimaldi 41, Modica, 97015, Italy",Modica,Creative,14.7606251,36.8599639,3.90933E+11,https://guide.michelin.com/en/sicilia/modica/restaurant/accursio,1 MICHELIN Star,134.4,179.20000000000002
Alpenroyal Gourmet,"via Meisules 43, Selva di Val Gardena, 39048, Italy",Selva di Val Gardena,Creative,11.7463421,46.5588796,3.90472E+11,https://guide.michelin.com/en/trentino-alto-adige/selva-di-val-gardena/restaurant/alpenroyal-gourmet,1 MICHELIN Star,112.00000000000001,168.00000000000003
Nostrano,"piazzale della Libertà 7, Pesaro, 61121, Italy",Pesaro,"Creative, Contemporary",12.9193802,43.9136749,3.90722E+11,https://guide.michelin.com/en/marche/pesaro/restaurant/nostrano,1 MICHELIN Star,100.80000000000001,128.8
Zanze XVI,"fondamenta dei Tolentini, sestiere Santa Croce 231, Venice, 30135, Italy",Venice,"Creative, Modern Cuisine",12.3212634,45.4388376,39041715394,https://guide.michelin.com/en/veneto/venezia/restaurant/zanze-xvi,1 MICHELIN Star,28.000000000000004,112.00000000000001
Wistèria,"fondamenta del Forner, sestiere San Polo 2908, Venice, 30125, Italy",Venice,"Contemporary, Venetian",12.32682,45.43566,3.90415E+11,https://guide.michelin.com/en/veneto/venezia/restaurant/wisteria,1 MICHELIN Star,123.20000000000002,179.20000000000002
Local,"salizzada dei Greci, sestiere Castello 3303, Venice, 30124, Italy",Venice,Contemporary,12.345893,45.4356,3.90412E+11,https://guide.michelin.com/en/veneto/venezia/restaurant/local,1 MICHELIN Star,50.400000000000006,168.00000000000003
Quadri,"piazza San Marco 121 (primo piano), Venice, 30124, Italy",Venice,Modern Cuisine,12.3379939,45.4342534,3.90415E+11,https://guide.michelin.com/en/veneto/venezia/restaurant/quadri,1 MICHELIN Star,168.00000000000003,240.8
Oro Restaurant,"isola della Giudecca 10, Venice, 30133, Italy",Venice,Modern Cuisine,12.3412,45.4271,39041240801,https://guide.michelin.com/en/veneto/venezia/restaurant/oro-restaurant,1 MICHELIN Star,280.0,280.0
Re Maurì,"via Benedetto Croce, Salerno, 84121, Italy",Salerno,Creative,14.734819,40.6720876,3.90898E+11,https://guide.michelin.com/en/campania/salerno/restaurant/re-mauri,1 MICHELIN Star,109.76,134.4
Butterfly,"strada statale 12 del Brennero 192, Marlia, 55014, Italy",Marlia,Modern Cuisine,10.5364035,43.894723,3.90583E+11,https://guide.michelin.com/en/toscana/marlia/restaurant/butterfly,1 MICHELIN Star,78.4,134.4
Giglio,"piazza del Giglio 2, Lucca, 55100, Italy",Lucca,Modern Cuisine,10.5032438,43.8410854,3.90583E+11,https://guide.michelin.com/en/toscana/lucca/restaurant/giglio,1 MICHELIN Star,78.4,112.00000000000001
12 Apostoli,"corticella San Marco 3, Verona, 37121, Italy",Verona,"Modern Cuisine, Contemporary",10.9960733,45.4426624,39045596999,https://guide.michelin.com/en/veneto/verona/restaurant/12-apostoli,1 MICHELIN Star,134.4,179.20000000000002
Il Desco,"via Dietro San Sebastiano 7, Verona, 37121, Italy",Verona,Italian Contemporary,10.9999722,45.4416145,39045595358,https://guide.michelin.com/en/veneto/verona/restaurant/il-desco,1 MICHELIN Star,106.4,173.60000000000002
La Tana Gourmet,"località Kaberlaba 19, Asiago, 36012, Italy",Asiago,"Creative, Contemporary",11.4970882,45.8545832,3.93442E+11,https://guide.michelin.com/en/veneto/asiago/restaurant/la-tana-gourmet,1 MICHELIN Star,201.60000000000002,201.60000000000002
Stube Gourmet,"corso IV Novembre 65/67, Asiago, 36012, Italy",Asiago,"Creative, Contemporary",11.5098715,45.8734842,3.90424E+11,https://guide.michelin.com/en/veneto/asiago/restaurant/stube-gourmet,1 MICHELIN Star,112.00000000000001,129.92000000000002
El Molin,"via Muratori 2, Cavalese, 38033, Italy",Cavalese,"Creative, Alpine",11.4594756,46.292019,3.90462E+11,https://guide.michelin.com/en/trentino-alto-adige/cavalese/restaurant/el-molin,1 MICHELIN Star,145.60000000000002,179.20000000000002
Sapio,"via Messina 235, Catania, 95124, Italy",Catania,Modern Cuisine,15.104113,37.5156393,3.90951E+11,https://guide.michelin.com/en/sicilia/catania/restaurant/sapio,1 MICHELIN Star,100.80000000000001,134.4
Varoulko Seaside,"Akti Koumoundourou, 54-56 Mikrolimano Marina, Athens, 18545, Greece",Athens,Seafood,23.6585274,37.9373787,3.02105E+11,https://guide.michelin.com/en/attica/athens/restaurant/varoulko-seaside,1 MICHELIN Star,67.2,67.2
CTC,"15 Plateon, Athens, 10435, Greece",Athens,Modern Cuisine,23.7168694,37.9804964,3.02107E+11,https://guide.michelin.com/en/attica/athens/restaurant/ctc,1 MICHELIN Star,80.64000000000001,95.2
Botrini's,"24b Vasileos Georgiou, Athens, 152 33, Greece",Athens,Mediterranean Cuisine,23.7936937,38.0232617,3.02107E+11,https://guide.michelin.com/en/attica/athens/restaurant/botrini-s,1 MICHELIN Star,100.80000000000001,134.4
Pelagos,"Four Seasons Astir Palace Hotel, 40 Apollonos Street, Vouliagmeni, Athens, 166 71, Greece",Athens,Seafood,23.7722339,37.8058168,3.02109E+11,https://guide.michelin.com/en/attica/athens/restaurant/pelagos,1 MICHELIN Star,106.4,173.60000000000002
Hytra,"107-109 Syngrou Avenue, Athens, 11 745, Greece",Athens,Modern Cuisine,23.7189944,37.9580881,3.02103E+11,https://guide.michelin.com/en/attica/athens/restaurant/hytra,1 MICHELIN Star,61.60000000000001,100.80000000000001
Field,"U Milosrdných 12, Prague, 110 00, Czech Republic",Prague,Modern Cuisine,14.4220733,50.0918359,4.20222E+11,https://guide.michelin.com/en/prague/prague/restaurant/field,1 MICHELIN Star,29.9,168.17868367760263
La Degustation Bohême Bourgeoise,"Haštalská 18, Prague, 110 00, Czech Republic",Prague,Modern Cuisine,14.425067,50.0911046,4.20222E+11,https://guide.michelin.com/en/prague/prague/restaurant/la-degustation-boheme-bourgeoise,1 MICHELIN Star,43.699999999999996,168.17868367760263
Shoroku,"1-16-18 Utsubohommachi, Nishi-ku, Osaka, 550-0004, Japan",Osaka,Japanese,135.494629,34.684744,-6715,https://guide.michelin.com/en/osaka-region/osaka/restaurant/shoroku,1 MICHELIN Star,104.47337539432174,168.17868367760263
Point,"2-17-47 Uenohigashi, Toyonaka, Osaka, 560-0013, Japan",Osaka,French,135.476328,34.793027,-14325,https://guide.michelin.com/en/osaka-region/osaka/restaurant/point,1 MICHELIN Star,104.47337539432174,168.17868367760263
Oryori Yamada,"1-5-36 Dojima, Kita-ku, Osaka, 530-0003, Japan",Osaka,Japanese,135.497003,34.696393,-5169,https://guide.michelin.com/en/osaka-region/osaka/restaurant/oryori-yamada,1 MICHELIN Star,104.47337539432174,168.17868367760263
Yoshiko,"1-8-5 Sonezakishinchi, Kita-ku, Osaka, 530-0002, Japan",Osaka,Fugu / Pufferfish,135.500176,34.697385,-12225,https://guide.michelin.com/en/osaka-region/osaka/restaurant/yoshiko,1 MICHELIN Star,104.47337539432174,168.17868367760263
Kyomachiryori Mitsuya,"1-12-3 Kyomachibori, Nishi-ku, Osaka, 550-0003, Japan",Osaka,Japanese,135.495212,34.68746,-13962,https://guide.michelin.com/en/osaka-region/osaka/restaurant/kyomachiryori-mitsuya,1 MICHELIN Star,104.47337539432174,168.17868367760263
Ñ,"1-6-3 Azuchimachi, Chuo-ku, Osaka, 541-0052, Japan",Osaka,Spanish,135.5083577,34.6840111,-6869,https://guide.michelin.com/en/osaka-region/osaka/restaurant/n,1 MICHELIN Star,104.47337539432174,168.17868367760263
